X,Y,objectid,join_count,target_fid,id,d,e,datum,den,rok,mesic,srazka,pricina,alkohol,zavineni,nasledky,stav_vozovky,povetrnostni_podm,viditelnost,rozhled,misto_nehody,druh_komun,druh_vozidla,stav_ridic,ovlivneni_ridice,osoba,ozn_osoba,pohlavi,nasledek,usmrceno_os,tezce_zran_os,lehce_zran_os,hmotna_skoda,cas,hodina,mesic_t,den_v_tydnu,vek_skupina,nazev,point_x,point_y,globalid
-596336.0233,-1161482.3606,993,1,994,60206191211,-596336.024,-1161482.361,2019/06/11 00:00:00+00,2,2019,6,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,120,1620,16,červen,úterý,19-24,Brno-Židenice,16.63399479,49.19037773,{46A92F0C-DFE9-49B5-8418-66308B7D421C}
-604853.9243,-1154343.9696,994,1,995,60206191263,-604853.925,-1154343.97,2019/06/16 00:00:00+00,7,2019,6,havárie,nedodržení bezpečné vzdálenosti za vozidlem,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,10,1845,18,červen,neděle,45-60,Brno-Kníničky,16.50716794,49.24592626,{75D38546-F66A-4595-A1E4-3A0CA9F809DA}
-601941.450300001,-1162118.7456,995,1,996,60206191286,-601941.451,-1162118.746,2019/06/19 00:00:00+00,3,2019,6,srážka s chodcem,nezaviněná řidičem,Ne,chodcem,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,bez zraněn,0,0,1,50,1050,10,červen,středa,61-70,Brno-Nový Lískovec,16.5584824,49.17926396,{D26C1C45-1E9F-4DC4-9564-80D7152669F9}
-599072.090300001,-1159882.0856,996,1,997,60206191322,-599072.091,-1159882.086,2019/06/22 00:00:00+00,6,2019,6,srážka s jedoucím nekolejovým vozidlem,při vjíždění na silnici,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,parkoviště přiléhající ke komunikaci,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",dívka (do 15 let),lehké zranění,0,0,1,1010,1335,13,červen,sobota,12-15,Brno-střed,16.59431055,49.20204323,{2A05E9C7-146D-4361-A4B9-7F4417069755}
-599784.3413,-1158731.4877,997,1,998,60206191346,-599784.342,-1158731.488,2019/06/25 00:00:00+00,2,2019,6,havárie,řidič se plně nevěnoval řízení vozidla,Ne,řidičem nemotorového vozidla,nehoda pouze s hmotnou škodou,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,bez zraněn,0,0,0,10,735,7,červen,úterý,24-32,Brno-Žabovřesky,16.58289111,49.21163994,{C6EFA207-5631-4AC4-854D-4DDE85DB9848}
-601514.7973,-1160547.2516,998,1,999,60206191388,-601514.798,-1160547.252,2019/06/30 00:00:00+00,7,2019,6,srážka s jedoucím nekolejovým vozidlem,řidič se plně nevěnoval řízení vozidla,Nezjišťován,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,"zastávka tramvaje, autobusu, trolejbusu bez nástup. ostrůvku",komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,30,1045,10,červen,neděle,33-44,Brno-Kohoutovice,16.56197118,49.1937276,{62158FBF-F092-425F-84BD-692B0FC58A79}
-599616.453299999,-1160607.0186,999,1,1000,60206191397,-599616.454,-1160607.019,2019/07/01 00:00:00+00,1,2019,7,havárie,nezvládnutí řízení vozidla,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,povrch mokrý,déšť,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,0,1520,15,červenec,pondělí,45-60,Brno-střed,16.58795518,49.19503504,{E7413225-7027-45E5-A8A1-74E0759314BD}
-596483.0033,-1160557.6016,1000,1,1001,60206191402,-596483.004,-1160557.602,2019/07/03 00:00:00+00,3,2019,7,"srážka s vozidlem zaparkovaným, odstaveným",řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, zhoršená viditelnost (svítání, soumrak)",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,120,425,4,červenec,středa,24-32,Brno-Židenice,16.63063023,49.1985042,{C93055AF-0BF9-4346-B407-CDF6A04EE352}
-603226.430300001,-1160326.0796,1001,1,1002,60206191410,-603226.431,-1160326.08,2019/07/03 00:00:00+00,3,2019,7,havárie,řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,těžké zranění,0,1,0,50,2035,20,červenec,středa,33-44,Brno-Kohoutovice,16.53829527,49.19403917,{CC274A0E-A62C-4D0E-8818-87EAA590F209}
-598810.632300001,-1158789.3497,1002,1,1003,60206191414,-598810.633,-1158789.35,2019/07/04 00:00:00+00,4,2019,7,"srážka s vozidlem zaparkovaným, odstaveným",jiný druh nepřiměřené rychlosti,Pod vlivem drog,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,"pod vlivem léků, narkoti",1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,160,955,9,červenec,čtvrtek,33-44,Brno-Královo Pole,16.59626408,49.21206565,{FFA0AC40-A2CC-486A-904E-E0D8FFCAFAA4}
-599685.098299999,-1161277.5616,1003,1,1004,60206191423,-599685.099,-1161277.562,2019/07/05 00:00:00+00,5,2019,7,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,310,1805,18,červenec,pátek,33-44,Brno-střed,16.58800984,49.18897375,{740EBB6F-EDB6-4E47-A39B-C83A39C21F0C}
-596108.1963,-1159141.2316,1004,1,1005,60206191425,-596108.197,-1159141.232,2019/07/06 00:00:00+00,6,2019,7,havárie,řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,20,1720,17,červenec,sobota,71 a více,Brno-sever,16.63366195,49.21152874,{3E42DEF4-37F2-48BE-9AE2-340FF9085807}
-598173.7093,-1160540.7156,1005,1,1006,60206191436,-598173.71,-1160540.716,2019/07/08 00:00:00+00,1,2019,7,havárie,"při předjíždění došlo k ohrožení předjížděného řidiče vozidla (vynucované zařazení, předjížděný řidič musel prudce brzdit, měnit směr jízdy apod.)",Nezjišťován,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,10,1710,17,červenec,pondělí,24-32,Brno-střed,16.60753922,49.19702367,{1420566F-DA76-4F25-93E2-94FC54E75613}
-599208.783300001,-1159275.8797,1006,1,1007,60206191452,-599208.784,-1159275.88,2019/07/11 00:00:00+00,4,2019,7,srážka s jedoucím nekolejovým vozidlem,jiný druh nesprávného způsobu jízdy,Ne,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,100,735,7,červenec,čtvrtek,33-44,Brno-střed,16.59154984,49.20733054,{A352AD2C-3DD7-4325-81AF-01CA569C5EBF}
-598823.498300001,-1154240.7716,1007,1,1008,60206191455,-598823.499,-1154240.772,2019/07/11 00:00:00+00,4,2019,7,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,351,1535,15,červenec,čtvrtek,19-24,Brno-Řečkovice a Mokrá Hora,16.58936435,49.25271851,{C1A4DA0A-B38B-49EC-9D55-DDC184FE01F5}
-600972.9923,-1158171.0986,1008,1,1009,60206191458,-600972.993,-1158171.099,2019/07/11 00:00:00+00,4,2019,7,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,410,2010,20,červenec,čtvrtek,33-44,Brno-Žabovřesky,16.56584036,49.21549652,{44400CAA-5A1E-47D7-B0CA-C2225FCEBBBF}
-597948.300299998,-1160256.4706,1009,1,1010,60206191459,-597948.301,-1160256.471,2019/07/12 00:00:00+00,5,2019,7,havárie,řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,30,141,1,červenec,pátek,45-60,Brno-střed,16.61019537,49.19978275,{65EE7BE6-D2A4-4323-8C58-2203FEA02F77}
-597166.600299999,-1157104.9417,1010,1,1011,60206191482,-597166.601,-1157104.942,2019/07/16 00:00:00+00,2,2019,7,srážka s pevnou překážkou,"nepřizpůsobení rychlosti dopravně technickému stavu vozovky (zatáčka, klesání, stoupání, šířka vozovky apod.)","Ano, obsah alkoholu v krvi 1,5‰ a více",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,"výjezd z parkoviště, lesní cesty apod. (pol.36=7,8)",komunikace sledovaná (ve vybraných městech),jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,220,1034,10,červenec,úterý,45-60,Brno-sever,16.61621795,49.22871391,{D64D6AD5-3184-4571-8505-60F35335A7A6}
-595122.092300002,-1165964.8857,1011,1,1012,60206191516,-595122.093,-1165964.886,2019/07/21 00:00:00+00,7,2019,7,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky STŮJ DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,110,725,7,červenec,neděle,33-44,Brno-Tuřany,16.65712356,49.15146714,{70A74965-4151-4308-88A7-CBEC93BD6DBF}
-598143.409299999,-1159868.1786,1012,1,1013,60206191518,-598143.41,-1159868.179,2019/07/22 00:00:00+00,1,2019,7,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky STŮJ DEJ PŘEDNOST,Ne,řidičem motorového vozidla,nehoda pouze s hmotnou škodou,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,bez zraněn,0,0,0,31,750,7,červenec,pondělí,33-44,Brno-střed,16.60696082,49.20306574,{C42047B1-50E2-430D-B301-61ECDEF82C40}
-598899.219300002,-1160101.0316,1013,1,1014,60206191522,-598899.22,-1160101.032,2019/07/22 00:00:00+00,1,2019,7,havárie,řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi do 0,24 ‰",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,parkoviště přiléhající ke komunikaci,komunikace místní,jízdní kolo,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,30,2560,,červenec,pondělí,24-32,Brno-střed,16.59699244,49.20025308,{8A136090-C3FF-4879-BE28-90E331801F04}
-598119.465300001,-1160044.4556,1014,1,1015,60206191534,-598119.466,-1160044.456,2019/07/24 00:00:00+00,3,2019,7,srážka s jedoucím nekolejovým vozidlem,při vjíždění na silnici,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,parkoviště přiléhající ke komunikaci,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,230,1710,17,červenec,středa,33-44,Brno-střed,16.60754748,49.20151289,{83F50B3C-9013-4247-BF69-145B686AE2D2}
-595705.6173,-1159190.1966,1015,1,1016,60206191536,-595705.618,-1159190.197,2019/07/24 00:00:00+00,3,2019,7,"srážka s vozidlem zaparkovaným, odstaveným",řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi do 0,24 ‰",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰",1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,300,1820,18,červenec,středa,19-24,Brno-Maloměřice a Obřany,16.63922792,49.21147861,{4BE4948A-D34E-4E65-B340-DF7A7017CA61}
-594729.833299998,-1160979.7636,1016,1,1017,60206191548,-594729.834,-1160979.764,2019/07/26 00:00:00+00,5,2019,7,srážka s jedoucím nekolejovým vozidlem,při odbočování vlevo,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",žena,lehké zranění,0,0,1,230,640,6,červenec,pátek,33-44,Brno-Židenice,16.65516905,49.19641652,{C84DB6AD-5D58-4C0C-A87D-259D51107473}
-597667.945300002,-1163045.5686,1017,1,1018,60206191550,-597667.946,-1163045.569,2019/07/26 00:00:00+00,5,2019,7,srážka s jedoucím nekolejovým vozidlem,proti příkazu dopravní značky DEJ PŘEDNOST,Nezjišťován,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,50,1628,16,červenec,pátek,33-44,Brno-jih,16.61812799,49.17511734,{68F88DC8-34AE-4732-B19A-3565383DC6EB}
-599582.666299999,-1160185.7247,1018,1,1019,60206191559,-599582.667,-1160185.725,2019/07/27 00:00:00+00,6,2019,7,havárie,řidič se plně nevěnoval řízení vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,povrch mokrý,déšť,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,parkoviště přiléhající ke komunikaci,komunikace sledovaná (ve vybraných městech),jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,10,2130,21,červenec,sobota,61-70,Brno-střed,16.58779338,49.19883423,{FB80E869-9F30-4718-900D-5ED8CE2935B8}
-598517.6373,-1157866.3577,1019,1,1020,60206191562,-598517.638,-1157866.358,2019/07/28 00:00:00+00,7,2019,7,havárie,nezvládnutí řízení vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,0,1845,18,červenec,neděle,24-32,Brno-Královo Pole,16.59889956,49.22060096,{299D5B0E-E0FB-4DE5-8FBE-F312827B34A3}
-598181.5163,-1160767.4996,1020,1,1021,60206191596,-598181.517,-1160767.5,2019/07/31 00:00:00+00,3,2019,7,havárie,vozidlu přijíždějícímu zprava,Nezjišťován,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,těžké zranění,0,1,0,0,2560,,červenec,středa,33-44,Brno-střed,16.60776711,49.19498857,{B3DDDA75-E748-48AA-A529-D62EAF0532B9}
-601146.250300001,-1160140.3067,1021,1,1022,60206191605,-601146.251,-1160140.307,2019/08/02 00:00:00+00,5,2019,8,srážka s jedoucím nekolejovým vozidlem,řidič se plně nevěnoval řízení vozidla,Nezjišťován,řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace místní,jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,650,2205,22,srpen,pátek,24-32,Brno-Jundrov,16.56639539,49.19772368,{E01725C2-0693-4BF3-ABCA-EED08FE5CBDF}
-598969.009300001,-1158858.5546,1022,1,1023,60206191606,-598969.01,-1158858.555,2019/08/03 00:00:00+00,6,2019,8,havárie,nezvládnutí řízení vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",řidičem nemotorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,1,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,10,225,2,srpen,sobota,24-32,Brno-Královo Pole,16.59420506,49.21129366,{50388472-11CF-45DA-B974-4910F5F5331C}
-599090.053300001,-1159653.4017,1023,1,1024,60206191616,-599090.054,-1159653.402,2019/08/05 00:00:00+00,1,2019,8,srážka s jedoucím nekolejovým vozidlem,"jízda na ""červenou"" 3-barevného semaforu",Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,2,870,1805,18,srpen,pondělí,19-24,Brno-střed,16.59372765,49.20407034,{4DC026AF-7D33-45A3-93C1-FB0AA69DD354}
-594722.2293,-1160992.2127,1024,1,1025,60206191628,-594722.23,-1160992.213,2019/08/07 00:00:00+00,3,2019,8,srážka s jedoucím nekolejovým vozidlem,při odbočování vlevo,Ne,řidičem motorového vozidla,nehoda s následky na životě nebo zdraví,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace sledovaná (ve vybraných městech),jízdní kolo,dobrý -žádné nepříznivé okolnosti nebyly zjiště,1,řidič,"s přilbou (pouze u motocyklistů, příp. cyklistů)",muž,lehké zranění,0,0,1,10,840,8,srpen,středa,19-24,Brno-Židenice,16.65529105,49.19631252,{8C8C4A85-6AE2-4596-BDB8-4269BD7B0C54}
-600345.631299999,-1157935.8746,1025,1,1026,60206191637,-600345.632,-1157935.875,2019/08/08 00:00:00+00,4,2019,8,srážka s jedoucím nekolejovým vozidlem,"nepřizpůsobení rychlosti dopravně technickému stavu vozovky (zatáčka, klesání, stoupání, šířka vozovky apod.)","Ano, obsah alkoholu v krvi 1,5‰ a více",řidičem nemotorového vozidla,nehoda pouze s hmotnou škodou,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,0,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,bez zraněn,0,0,0,190,1650,16,srpen,čtvrtek,24-32,Brno-Žabovřesky,16.57405349,49.21820845,{BE84659F-0AD1-496B-9E4C-D5AE5D7350E1}
-600345.631299999,-1157935.8746,1026,1,1027,60206191637,-600345.632,-1157935.875,2019/08/08 00:00:00+00,4,2019,8,srážka s jedoucím nekolejovým vozidlem,"nepřizpůsobení rychlosti dopravně technickému stavu vozovky (zatáčka, klesání, stoupání, šířka vozovky apod.)","Ano, obsah alkoholu v krvi 1,5‰ a více",řidičem nemotorového vozidla,nehoda pouze s hmotnou škodou,"povrch suchý, neznečistěný",neztížené,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),uzel (křižovatka sledovaná ve vybraných městech),jízdní kolo,pod vlivem alkoholu obsah alkoholu v krvi 1 ‰ a víc,0,řidič,"bez přilby (pouze u motocyklistů, příp. cyklistů)",muž,bez zraněn,0,0,0,190,1650,16,srpen,čtvrtek,33-44,Brno-Žabovřesky,16.57405349,49.21820845,{89610A4F-BCDA-4FD8-90C2-A15351EFDE41}
